date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:47:26	105189/105189	---M-Z	200	added ('OK')	text/html	etag:%2219ae5-5d200af1ce21f-gzip%22	https://themesbrand.com/minia/layouts/ui-modals.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/ui-modals.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:27	59619/59619	---M-Z	200	added ('OK')	text/html	etag:%22e8e3-5d200af1ce21f-gzip%22	https://themesbrand.com/minia/layouts/ui-offcanvas.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/ui-offcanvas.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:27	68526/68526	---M-Z	200	added ('OK')	text/html	etag:%2210bae-5d200af1ce21f-gzip%22	https://themesbrand.com/minia/layouts/ui-progressbars.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/ui-progressbars.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:27	58274/58274	---M-Z	200	added ('OK')	text/html	etag:%22e3a2-5d200af1ce21f-gzip%22	https://themesbrand.com/minia/layouts/ui-placeholders.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/ui-placeholders.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:28	115386/115386	---M-Z	200	added ('OK')	text/html	etag:%221c2ba-5d200af1ce21f-gzip%22	https://themesbrand.com/minia/layouts/ui-tabs-accordions.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/ui-tabs-accordions.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:28	64235/64235	---M-Z	200	added ('OK')	text/html	etag:%22faeb-5d200af1ce21f-gzip%22	https://themesbrand.com/minia/layouts/ui-typography.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/ui-typography.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:28	74001/74001	---M-Z	200	added ('OK')	text/html	etag:%2212111-5d200af1ce21f-gzip%22	https://themesbrand.com/minia/layouts/ui-toasts.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/ui-toasts.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:28	51730/51730	---M-Z	200	added ('OK')	text/html	etag:%22ca12-5d200af1ce21f-gzip%22	https://themesbrand.com/minia/layouts/ui-video.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/ui-video.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:29	84328/84328	---M-Z	200	added ('OK')	text/html	etag:%2214968-5d200af1cd27e-gzip%22	https://themesbrand.com/minia/layouts/ui-general.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/ui-general.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:29	94204/94204	---M-Z	200	added ('OK')	text/html	etag:%2216ffc-5d200af1cd27e-gzip%22	https://themesbrand.com/minia/layouts/ui-colors.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/ui-colors.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:29	54417/54417	---M-Z	200	added ('OK')	text/html	etag:%22d491-5d200af1c557c-gzip%22	https://themesbrand.com/minia/layouts/extended-lightbox.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/extended-lightbox.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:29	56696/56696	---M-Z	200	added ('OK')	text/html	etag:%22dd78-5d200af1c557c-gzip%22	https://themesbrand.com/minia/layouts/extended-rangeslider.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/extended-rangeslider.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:29	57384/57384	---M-Z	200	added ('OK')	text/html	etag:%22e028-5d200af1c557c-gzip%22	https://themesbrand.com/minia/layouts/extended-sweet-alert.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/extended-sweet-alert.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:30	50394/50394	---M-Z	200	added ('OK')	text/html	etag:%22c4da-5d200af1c557c-gzip%22	https://themesbrand.com/minia/layouts/extended-session-timeout.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/extended-session-timeout.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:30	52245/52245	---M-Z	200	added ('OK')	text/html	etag:%22cc15-5d200af1c557c-gzip%22	https://themesbrand.com/minia/layouts/extended-rating.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/extended-rating.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:33	52703/52703	---M-Z	200	added ('OK')	text/html	etag:%22cddf-5d200af1c557c-gzip%22	https://themesbrand.com/minia/layouts/extended-notifications.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/extended-notifications.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:33	85294/85294	---M-Z	200	added ('OK')	text/html	etag:%2214d2e-5d200af1c557c-gzip%22	https://themesbrand.com/minia/layouts/form-elements.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/form-elements.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:34	74075/74075	---M-Z	200	added ('OK')	text/html	etag:%221215b-5d200af1c651c-gzip%22	https://themesbrand.com/minia/layouts/form-validation.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/form-validation.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:34	81825/81825	---M-Z	200	added ('OK')	text/html	etag:%2213fa1-5d200af1c557c-gzip%22	https://themesbrand.com/minia/layouts/form-advanced.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/form-advanced.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:34	48595/48595	---M-Z	200	added ('OK')	text/html	etag:%22bdd3-5d200af1c557c-gzip%22	https://themesbrand.com/minia/layouts/form-editors.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/form-editors.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:35	49883/49883	---M-Z	200	added ('OK')	text/html	etag:%22c2db-5d200af1c557c-gzip%22	https://themesbrand.com/minia/layouts/form-uploads.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/form-uploads.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:35	88077/88077	---M-Z	200	added ('OK')	text/html	etag:%221580d-5d200af1c651c-gzip%22	https://themesbrand.com/minia/layouts/form-wizard.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/form-wizard.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:36	110795/110795	---M-Z	200	added ('OK')	text/html	etag:%221b0cb-5d200af1cc2de-gzip%22	https://themesbrand.com/minia/layouts/tables-datatable.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/tables-datatable.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:36	93179/93179	---M-Z	200	added ('OK')	text/html	etag:%2216bfb-5d200af1cc2de-gzip%22	https://themesbrand.com/minia/layouts/tables-basic.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/tables-basic.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:37	52464/52464	---M-Z	200	added ('OK')	text/html	etag:%22ccf0-5d200af1c557c-gzip%22	https://themesbrand.com/minia/layouts/form-mask.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/form-mask.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:38	55025/55025	---M-Z	200	added ('OK')	text/html	etag:%22d6f1-5d200af1c45db-gzip%22	https://themesbrand.com/minia/layouts/charts-apex.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/charts-apex.html	(from https://themesbrand.com/minia/layouts/index.html)
23:47:38	53962/53962	---M-Z	200	added ('OK')	text/html	etag:%22d2ca-5d200af1c45db-gzip%22	https://themesbrand.com/minia/layouts/charts-echart.html	C:/Users/Abdelaziz/Desktop/PIDEV/templateBack/back/themesbrand.com/minia/layouts/charts-echart.html	(from https://themesbrand.com/minia/layouts/index.html)
